denuncia_numero;fecha;hora;mins;hecho_provincia;hecho_municipio;hecho_localidad;hecho_discriminacion;hecho_irregularidades;hecho_lugar;hecho_cometido_por;hecho_tipo_violencia;hecho_accion_realizada;denuncia_estado;denuncia_fecha_cambio_estado;denuncia_via_ingreso;denuncia_fecha_hora_carga;hecho_provincia_id
699;29/3/2014;20;0;Ciudad Autónoma de Buenos Aires;Barrio Belgrano;;Racial;;En el acceso local;Controladores;;;Derivado;16/4/2014;Call Center;1/4/2014 12:43;2
700;22/3/2014;20;30;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;Racial;;En el acceso local;Controladores;;;Derivado;16/4/2014;Call Center;4/4/2014 14:29;2
701;1/4/2014;1;0;Ciudad Autónoma de Buenos Aires;Barrio Belgrano;;Racial;;En el acceso local;Controladores;Agresión verbal;;Derivado;16/4/2014;Call Center;4/4/2014 14:43;2
702;12/4/2014;6;0;Ciudad Autónoma de Buenos Aires;Barrio Colegiales;;Otros;El personal de control no esta identificado;En el interior del local;Personal de empresas de seguridad;Agresión verbal - Agresión física;Se solicitó asistencia policial;Derivado;28/4/2014;Página web de RENCAP ;12/4/2014 13:45;2
703;13/4/2014;5;0;Buenos Aires;General Pueyrredón;Mar del Plata;Otros;No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia;En el interior del local;Controladores;Agresión verbal - Agresión física;;Desestimado;5/5/2014;Página web de RENCAP ;13/4/2014 06:25;6
704;12/4/2014;1;40;Ciudad Autónoma de Buenos Aires;Ciudad de Buenos Aires;Belgrano;Otros;No exhibe condiciones de adminsión y permanencia - Hay mas personas que las permitidas por la habilitación;En el acceso local;Controladores;;;Derivado;28/4/2014;Página web de RENCAP ;14/4/2014 18:09;2
705;17/4/2014;1;30;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;;No exhibe condiciones de adminsión y permanencia;En el acceso local;Controladores - Personal de empresas de seguridad;;;Derivado;21/4/2014;Página web de RENCAP ;18/4/2014 16:29;2
709;19/4/2014;5;0;Ciudad Autónoma de Buenos Aires;Barrio Caballito;;;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado;En el interior del local;Controladores;Agresión física;Se hizo denuncia policial - Se hizo denuncia ante la fiscalia;Derivado;23/4/2014;Call Center;23/4/2014 13:14;2
710;25/4/2014;1;30;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;Por aspecto físico;;En el interior del local;Controladores;;;Derivado;28/4/2014;Call Center;25/4/2014 15:44;2
711;26/4/2014;20;0;Ciudad Autónoma de Buenos Aires;Ciudad de Buenos Aires;Nuñez;Por aspecto físico;;En el acceso local;Controladores;;;Derivado;28/4/2014;Call Center;28/4/2014 13:32;2
712;11/4/2014;4;0;Ciudad Autónoma de Buenos Aires;Ciudad de Buenos Aires;Capital Federal;Por ideologia;;En el interior del local;Controladores - Personas vinculadas a la empresa;Agresión verbal - Agresión física;;Derivado;28/4/2014;Call Center;28/4/2014 16:06;2
715;11/5/2014;2;30;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;Por indumentaria;;En el acceso local;Controladores;;;Derivado;13/5/2014;Call Center;12/5/2014 13:04;2
716;2/5/2014;0;2;Ciudad Autónoma de Buenos Aires;Barrio Almagro;;Por indumentaria;Presencia de menores;;;;;Desestimado;13/5/2014;Página web de RENCAP ;12/5/2014 17:48;2
717;1/5/2014;1;0;Ciudad Autónoma de Buenos Aires;Ciudad de Buenos Aires;Saavedra;Por aspecto físico - Por indumentaria - Racial;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia;En el acceso local;Controladores;;;Derivado;13/5/2014;Call Center;13/5/2014 12:20;2
718;10/5/2014;2;0;Buenos Aires;San Nicolás de Los Arroyos;;Por aspecto físico;;En el acceso local;Controladores;Agresión verbal;;Derivado;22/5/2014;Call Center;13/5/2014 14:34;6
719;15/5/2014;20;0;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;Por aspecto físico;;En el acceso local;Controladores;;;Derivado;21/5/2014;Call Center;16/5/2014 14:19;2
720;17/5/2014;4;0;Buenos Aires;Quilmes;;;;En el interior del local;Controladores - Policias;Agresión física;;Derivado;21/5/2014;Call Center;19/5/2014 16:44;6
722;15/2/2014;2;0;Ciudad Autónoma de Buenos Aires;Ciudad de Buenos Aires;Capital Federal;Por aspecto físico - Por indumentaria;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado;En el acceso local;Controladores;;;Derivado;2/6/2014;Call Center;28/5/2014 16:13;2
723;1/6/2014;3;0;Buenos Aires;Esteban Echeverría;Monte Grande;Por aspecto físico;;En el interior del local;Controladores;;;Derivado;26/6/2014;Call Center;4/6/2014 12:47;6
724;31/5/2014;2;0;Buenos Aires;Luján;Luján;Racial;;En el acceso local;Controladores;;;Derivado;26/6/2014;Call Center;9/6/2014 12:59;6
725;24/5/2014;22;30;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;Por aspecto físico;;En el acceso local;Controladores;Agresión verbal;;Derivado;26/6/2014;Call Center;12/6/2014 12:53;2
726;17/5/2014;23;0;Buenos Aires;La Matanza;Ramos Mejía;Por aspecto físico;;;Personas vinculadas a la empresa;;;Derivado;26/6/2014;Call Center;18/6/2014 16:49;6
727;29/6/2014;1;40;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;Otros;;En el interior del local;Personal de empresas de seguridad;Agresión verbal;;Derivado;4/8/2014;Página web de RENCAP ;1/7/2014 21:51;2
728;27/6/2014;23;45;Buenos Aires;Vicente López;Vicente López;Por aspecto físico - Por indumentaria;;;Personal de empresas de seguridad;Agresión verbal - Agresión física;Se solicitó asistencia policial;Derivado;17/7/2014;Call Center;2/7/2014 23:08;6
729;5/7/2014;23;50;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;Por aspecto físico - Por indumentaria;No exhibe condiciones de adminsión y permanencia;En el acceso local;Personal de empresas de seguridad;;;Derivado;4/8/2014;Página web de RENCAP ;6/7/2014 00:42;2
730;12/7/2014;0;30;Buenos Aires;Veinticinco de Mayo;;Otros;;En el acceso local;;;;Derivado;17/7/2014;Página web de RENCAP ;14/7/2014 16:04;6
731;18/7/2014;23;55;Ciudad Autónoma de Buenos Aires;Ciudad de Buenos Aires;Retiro;;;En el acceso local - En las proximidades del local;Personas vinculadas a la empresa;Agresión verbal - Agresión física;;Derivado;4/8/2014;Página web de RENCAP ;23/7/2014 01:34;2
732;26/7/2014;2;0;Mendoza;Mendoza;;;;En el acceso local;Personas vinculadas a la empresa;;;Derivado;4/8/2014;Call Center;27/7/2014 17:39;50
733;26/7/2014;11;30;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;Por indumentaria;No exhibe condiciones de adminsión y permanencia;En el acceso local;Controladores;;;Derivado;4/8/2014;Página web de RENCAP ;29/7/2014 13:43;2
734;30/7/2014;5;0;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;;;En el interior del local;Controladores;Agresión física;;Derivado;25/8/2014;Call Center;1/8/2014 13:15;2
735;31/7/2014;20;0;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;Por aspecto físico;;En el interior del local;;Agresión verbal - Agresión física;;Derivado;25/8/2014;Call Center;1/8/2014 15:05;2
736;2/8/2014;21;0;Buenos Aires;Lomas de Zamora;Banfield;Por aspecto físico;;En el acceso local;Controladores;;;Derivado;14/8/2014;Call Center;4/8/2014 13:54;6
737;7/6/2014;1;20;Ciudad Autónoma de Buenos Aires;Barrio Constitución;;Por orientacion sexual;;En el acceso local;Controladores;Agresión verbal;;Derivado;14/8/2014;Call Center;6/8/2014 18:15;2
738;30/7/2014;5;30;Buenos Aires;La Matanza;Gonzalez Catán;Por aspecto físico - Otros;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia;;;Agresión verbal - Agresión física;;Derivado;19/8/2014;Página web de RENCAP ;6/8/2014 20:04;6
739;10/8/2014;4;30;Buenos Aires;General Pueyrredón;Mar del Plata;Por aspecto físico;El personal de control no esta identificado - Presencia de menores;En el interior del local;Controladores;Agresión física;;Derivado;25/8/2014;Página web de RENCAP ;10/8/2014 06:23;6
740;17/8/2014;1;29;Ciudad Autónoma de Buenos Aires;Barrio Belgrano;;Por aspecto físico;;En el acceso local;Personas vinculadas a la empresa;Agresión verbal - Agresión física;Se solicitó asistencia policial;Derivado;3/9/2014;Call Center;19/8/2014 10:49;2
743;14/9/2014;2;50;Buenos Aires;Malvinas Argentinas;Villa de Mayo;Por aspecto físico;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia;En el acceso local;Controladores;;;Derivado;19/9/2014;Página web de RENCAP ;17/9/2014 17:41;6
744;21/9/2014;2;0;Ciudad Autónoma de Buenos Aires;Ciudad de Buenos Aires;Palermo;Por aspecto físico - Por indumentaria;El personal de control no esta identificado;En el acceso local;Personas vinculadas a la empresa;;;Derivado;1/10/2014;Call Center;22/9/2014 10:02;2
745;28/9/2014;3;0;Ciudad Autónoma de Buenos Aires;Ciudad de Buenos Aires;Palermo;Por aspecto físico;;En el acceso local;Personas vinculadas a la empresa;Agresión verbal;;Derivado;3/11/2014;Call Center;7/10/2014 10:24;2
746;13/10/2014;3;30;Buenos Aires;Quilmes;Quilmes;Racial;El personal de control no esta identificado;En el interior del local;Controladores - Personal de empresas de seguridad;Agresión verbal;Se hizo denuncia policial;Derivado;3/11/2014;Página web de RENCAP ;13/10/2014 14:13;6
749;6/9/2014;20;0;Ciudad Autónoma de Buenos Aires;Barrio Villa Pueyrredón;;Por aspecto físico - Racial;No exhibe condiciones de adminsión y permanencia;En el acceso local;Personas vinculadas a la empresa;Agresión verbal;;Derivado;3/11/2014;Call Center;16/10/2014 09:20;2
750;12/10/2014;1;0;Santa Fe;Rosario;Rosario;Por aspecto físico;;En el acceso local;;;;Derivado;3/11/2014;Call Center;16/10/2014 12:34;82
751;4/10/2014;23;0;Ciudad Autónoma de Buenos Aires;Ciudad de Buenos Aires;Balvanera;Por aspecto físico;No exhibe condiciones de adminsión y permanencia;En el acceso local;Personas vinculadas a la empresa;;Se hizo denuncia policial;Derivado;5/12/2014;Call Center;24/10/2014 10:50;2
755;23/10/2014;21;0;Ciudad Autónoma de Buenos Aires;Ciudad de Buenos Aires;;Por aspecto físico;;En las proximidades del local;Personas vinculadas a la empresa;;;Derivado;3/11/2014;Página web de RENCAP ;27/10/2014 20:02;2
756;31/10/2014;18;12;Ciudad Autónoma de Buenos Aires;Barrio San Telmo;;Por aspecto físico - Por indumentaria - Otros - Racial;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia;;;Agresión verbal;;Derivado;5/12/2014;Página web de RENCAP ;31/10/2014 19:04;2
757;2/11/2014;3;0;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;Por aspecto físico;;En el acceso local;Personal de empresas de seguridad - Personas vinculadas a la empresa;;;Derivado;5/12/2014;Página web de RENCAP ;3/11/2014 16:26;2
758;14/11/2014;23;59;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;Por aspecto físico - Otros;;En las proximidades del local;Controladores - Personas vinculadas a la empresa;;;Derivado;5/12/2014;Página web de RENCAP ;2/12/2014 13:30;2
759;9/12/2014;1;40;Buenos Aires;Ituzaingó;Ituzaingo;Por aspecto físico - Por indumentaria;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia;En el acceso local;Controladores;;;Derivado;15/1/2015;Página web de RENCAP ;10/12/2014 23:25;6
762;12/12/2014;0;2;Buenos Aires;La Plata;;Por indumentaria;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia;;;Agresión verbal - Agresión física;;Derivado;15/1/2015;Página web de RENCAP ;17/12/2014 20:04;6
763;14/12/2014;3;30;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;Por indumentaria;;;Controladores;;;Derivado;10/2/2015;Call Center;22/12/2014 14:23;2
764;14/12/2014;3;0;Santa Fe;Rosario;Rosario;;;En el acceso local;Controladores;Agresión verbal;;Derivado;15/1/2015;Call Center;22/12/2014 14:30;82
765;25/12/2014;18;0;Santa Fe;San Carlos Centro;San Carlos Centro;Otros;;;;Agresión verbal - Agresión física;Se hizo denuncia policial;Desestimado;20/1/2015;Página web de RENCAP ;28/12/2014 15:11;82
766;8/3/2014;19;39;Buenos Aires;San Antonio de Areco;San A. de Areco;;No exhibe nomina de personal de control habilitado;;;;;Desestimado;20/1/2015;Página web de RENCAP ;29/12/2014 17:45;6
767;27/12/2014;2;30;Ciudad Autónoma de Buenos Aires;Barrio Almagro;;Por orientacion sexual;;En el acceso local;;Agresión verbal - Agresión física;;Derivado;15/1/2015;Call Center;6/1/2015 15:46;2
768;13/10/2014;0;0;La Pampa;Guatraché;GUATRACHE;Por aspecto físico - Racial;;En el interior del local - En las proximidades del local;;;;Desestimado;26/1/2015;Página web de RENCAP ;9/1/2015 02:40;42
769;13/10/2014;0;0;La Pampa;Guatraché;GUATRACHE;Por aspecto físico - Racial;;En el interior del local - En las proximidades del local;;;;Desestimado;26/1/2015;Página web de RENCAP ;9/1/2015 02:42;42
770;8/1/2015;1;50;Buenos Aires;La Matanza;;;;;;Agresión física;Se hizo denuncia ante la fiscalia;Desestimado;26/1/2015;Página web de RENCAP ;9/1/2015 14:30;6
771;27/1/2015;7;0;Buenos Aires;La Plata;Barrio Las Malvinas;;;En las proximidades del local;;Agresión física;;Desestimado;9/2/2015;Página web de RENCAP ;31/1/2015 05:12;6
776;7/2/2015;23;52;Buenos Aires;Florencio Varela;Fcio. Varela;;Presencia de menores;En el acceso local;;;;Derivado;3/3/2015;Página web de RENCAP ;12/2/2015 00:47;6
785;15/3/2015;2;0;Ciudad Autónoma de Buenos Aires;Ciudad de Buenos Aires;Palermo;Por aspecto físico;;En el acceso local;;;;Derivado;9/4/2015;Call Center;17/3/2015 11:53;2
786;25/2/2015;2;0;Ciudad Autónoma de Buenos Aires;Barrio Agronomía;;;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia;;Controladores;;;Desestimado;9/4/2015;Página web de RENCAP ;18/3/2015 13:52;2
797;21/3/2015;4;0;Buenos Aires;Azul;Azul;Por orientacion sexual;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia - Presencia de menores;;Personal de empresas de seguridad;;;Derivado;9/4/2015;Página web de RENCAP ;23/3/2015 20:12;6
798;21/3/2015;5;0;Buenos Aires;Azul;Azul;Por orientacion sexual;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia;;Personal de empresas de seguridad - Personas vinculadas a la empresa;;;Derivado;9/4/2015;Página web de RENCAP ;23/3/2015 20:20;6
799;21/3/2015;1;0;Buenos Aires;Tornquist;Tornquist;;Presencia de menores;En el interior del local;;;;Derivado;9/4/2015;Call Center;25/3/2015 14:45;6
800;21/3/2015;2;22;Buenos Aires;Lobos;Lobos;;Presencia de menores;En el interior del local - En el acceso local;;;;Derivado;9/4/2015;Página web de RENCAP ;28/3/2015 17:44;6
801;28/3/2015;1;30;Ciudad Autónoma de Buenos Aires;Ciudad de Buenos Aires;Palermo;Otros;El personal de control no esta identificado - No exhibe condiciones de adminsión y permanencia;;Controladores - Personal de empresas de seguridad - Personas vinculadas a la empresa;Agresión verbal - Agresión física;;Derivado;9/4/2015;Página web de RENCAP ;29/3/2015 21:30;2
802;11/4/2015;2;0;Ciudad Autónoma de Buenos Aires;Ciudad de Buenos Aires;;Por aspecto físico;;En el acceso local;Personal de empresas de seguridad;Agresión verbal;;Derivado;7/5/2015;Página web de RENCAP ;12/4/2015 13:23;2
809;19/4/2015;3;30;Buenos Aires;Pergamino;Pergamino;Otros;No exhibe condiciones de adminsión y permanencia - Presencia de menores;En el acceso local;Controladores;;;Derivado;8/5/2015;Página web de RENCAP ;19/4/2015 05:17;6
810;17/4/2015;2;0;Córdoba;Villa María;VILLA MARIA;Por indumentaria;;En el acceso local;Personas vinculadas a la empresa;Agresión verbal;;Derivado;7/5/2015;Call Center;20/4/2015 14:30;14
811;11/4/2015;23;30;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;Por aspecto físico - Por indumentaria;;En el acceso local;Controladores;Agresión verbal;;Derivado;7/5/2015;Call Center;20/4/2015 14:42;2
812;26/4/2015;4;10;Santa Fe;San Lorenzo;;Por orientacion sexual - Racial;;En el interior del local;Personal de empresas de seguridad - Personas vinculadas a la empresa;Agresión verbal;;Derivado;7/5/2015;Página web de RENCAP ;26/4/2015 16:54;82
813;25/4/2015;3;30;Buenos Aires;La Matanza;Ramos Mejía;;El personal de control no esta identificado;En el interior del local;Controladores;Agresión verbal - Agresión física;;Derivado;8/5/2015;Call Center;27/4/2015 14:12;6
814;2/5/2015;2;30;Buenos Aires;Lomas de Zamora;Lomas de Zamora;Por orientacion sexual;El personal de control no esta identificado;En el acceso local;Personal de empresas de seguridad;Agresión verbal;;Derivado;12/5/2015;Página web de RENCAP ;2/5/2015 12:10;6
815;1/5/2015;12;2;Ciudad Autónoma de Buenos Aires;Barrio Nuñez;;Por aspecto físico - Por indumentaria;El personal de control no esta identificado - No exhibe condiciones de adminsión y permanencia - Hay mas personas que las permitidas por la habilitación;;Personal de empresas de seguridad;;;Derivado;12/5/2015;Página web de RENCAP ;3/5/2015 15:15;2
816;3/5/2015;2;0;Mendoza;Maipú;MAIPU;Racial;El personal de control no esta identificado;En el acceso local;Personal de empresas de seguridad;;;Derivado;2/6/2015;Call Center;5/5/2015 13:44;50
817;26/4/2015;4;0;Santa Fe;San Lorenzo;San Lorenzo;Por orientacion sexual;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia - Presencia de menores;;;Agresión verbal;;Desestimado;7/5/2015;Call Center;5/5/2015 13:53;82
818;26/4/2015;3;0;Buenos Aires;Junín;Junín;Por aspecto físico;;En el acceso local;Personal de empresas de seguridad - Personas vinculadas a la empresa;;;Derivado;8/5/2015;Call Center;5/5/2015 14:16;6
819;15/5/2015;23;30;Córdoba;Córdoba;CORDOBA;Por aspecto físico - Por indumentaria;No exhibe condiciones de adminsión y permanencia;En el acceso local;Personal de empresas de seguridad - Personas vinculadas a la empresa;;;Derivado;19/5/2015;Página web de RENCAP ;16/5/2015 18:31;14
824;21/5/2015;0;12;Ciudad Autónoma de Buenos Aires;Barrio Balvanera;;Por aspecto físico;;En el interior del local;;;;Desestimado;22/5/2015;Página web de RENCAP ;21/5/2015 14:40;2
825;16/5/2015;3;30;Buenos Aires;Pergamino;Pergamino;Por aspecto físico;El personal de control no esta identificado - No exhibe condiciones de adminsión y permanencia - Presencia de menores;En el acceso local;Controladores;;;Derivado;26/5/2015;Call Center;22/5/2015 17:35;6
826;23/5/2015;3;30;Buenos Aires;La Plata;La Plata;Por indumentaria;No exhibe condiciones de adminsión y permanencia;En el acceso local;Controladores;;;Derivado;29/5/2015;Página web de RENCAP ;23/5/2015 17:27;6
827;24/5/2015;1;25;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;Otros;;En el acceso local;Controladores - Personal de empresas de seguridad;;;Derivado;26/5/2015;Página web de RENCAP ;24/5/2015 22:47;2
828;17/5/2015;1;0;Mendoza;San Rafael;SAN RAFAEL;Por aspecto físico - Racial;;En el acceso local;Controladores;Agresión verbal;;Derivado;26/5/2015;Call Center;26/5/2015 15:54;50
829;17/5/2015;4;40;Mendoza;Mendoza;MENDOZA;Por aspecto físico;;En el acceso local;Controladores;;;Derivado;1/6/2015;Call Center;26/5/2015 16:00;50
830;22/5/2015;1;0;Santa Fe;Rosario;Rosario;Otros - Por ideologia;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado;En el acceso local;Controladores - Personas vinculadas a la empresa - Policias;Agresión verbal;;Derivado;2/6/2015;Página web de RENCAP ;28/5/2015 00:36;82
831;30/4/2015;22;0;San Juan;San Juan;SAN JUAN;Por ideologia;;En el acceso local;Controladores;;;Desestimado;29/5/2015;Call Center;28/5/2015 13:44;70
832;24/5/2015;2;30;Santa Fe;San Lorenzo;SAN LORENZO;Por orientacion sexual - Por indumentaria;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - Presencia de menores;;Personal de empresas de seguridad;Agresión verbal;;Derivado;2/6/2015;Call Center;1/6/2015 12:39;82
838;24/5/2015;5;0;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;;;En el interior del local - En las proximidades del local;Controladores;Agresión física;;Derivado;12/6/2015;Call Center;10/6/2015 13:32;2
839;4/6/2015;21;30;Buenos Aires;Vicente López;Olivos;Por aspecto físico;El personal de control no esta identificado;En el acceso local;Personal de empresas de seguridad;Agresión verbal - Agresión física;;Derivado;19/6/2015;Call Center;10/6/2015 13:38;6
840;7/6/2015;4;40;Ciudad Autónoma de Buenos Aires;Barrio Belgrano;;;El personal de control no esta identificado;En el acceso local;Controladores;Agresión física;;Derivado;3/7/2015;Call Center;10/6/2015 13:49;2
841;13/6/2015;1;0;Río Negro;San Carlos de Bariloche;SAN CARLOS DE BARILOCHE;Por aspecto físico;;En el acceso local;Controladores;Agresión física;;Derivado;15/6/2015;Call Center;15/6/2015 11:35;62
842;13/6/2015;5;30;Neuquén;Neuquén;NEUQUEN;Otros;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia - Hay mas personas que las permitidas por la habilitación;;;Agresión física;;Derivado;23/6/2015;Página web de RENCAP ;16/6/2015 12:03;58
843;23/5/2015;3;0;Buenos Aires;San Isidro;San Isidro;Por aspecto físico - Por orientacion sexual - Por indumentaria - Otros - Por religion - Por ideologia - Racial;El personal de control no esta identificado - No exhibe condiciones de adminsión y permanencia;;;Agresión verbal;;Derivado;3/7/2015;Página web de RENCAP ;17/6/2015 21:16;6
844;20/6/2015;3;30;Ciudad Autónoma de Buenos Aires;Barrio San Telmo;;Por aspecto físico - Racial;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia;;;Agresión verbal;;Derivado;1/7/2015;Call Center;24/6/2015 11:49;2
845;6/6/2015;4;0;Buenos Aires;Pergamino;Pergamino;Por aspecto físico - Racial;;En el acceso local;Personal de empresas de seguridad;;Se hizo denuncia ante la fiscalia;Derivado;28/7/2015;Call Center;1/7/2015 12:07;6
846;10/7/2015;3;30;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;Otros;El personal de control no esta identificado - No exhibe condiciones de adminsión y permanencia;En el acceso local;Controladores - Personal de empresas de seguridad;;;Derivado;14/7/2015;Página web de RENCAP ;11/7/2015 18:22;2
847;11/7/2015;3;0;Mendoza;Godoy Cruz;GODOY CRUZ;Otros;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado;En el acceso local;Personal de empresas de seguridad;;;Derivado;14/7/2015;Página web de RENCAP ;13/7/2015 02:00;50
848;8/7/2015;23;0;Buenos Aires;Almirante Brown;Glew;;Presencia de menores;En el interior del local;Personas vinculadas a la empresa - Policias;;Se solicitó asistencia policial;Derivado;21/7/2015;Página web de RENCAP ;14/7/2015 16:49;6
849;12/6/2015;1;0;Córdoba;Córdoba;CORDOBA;Por aspecto físico;El personal de control no esta identificado;En el acceso local;Personas vinculadas a la empresa;;;Derivado;28/7/2015;Call Center;15/7/2015 15:30;14
850;12/7/2015;1;0;Buenos Aires;Lomas de Zamora;Lomas de Zamora;Por aspecto físico - Por indumentaria;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - Hay mas personas que las permitidas por la habilitación - Presencia de menores;;;Agresión verbal;;Derivado;21/7/2015;Página web de RENCAP ;18/7/2015 02:16;6
857;15/7/2015;19;45;Chaco;Resistencia;RESISTENCIA;Por orientacion sexual;;En el interior del local;Policias;Agresión sexual;Se hizo denuncia ante la fiscalia;Desestimado;5/8/2015;Página web de RENCAP ;21/7/2015 12:49;22
858;18/7/2015;2;0;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;Por aspecto físico - Por indumentaria - Racial;El personal de control no esta identificado - No exhibe condiciones de adminsión y permanencia;En el acceso local;Controladores - Personas vinculadas a la empresa;;;Derivado;28/7/2015;Call Center;23/7/2015 12:17;2
859;22/7/2015;20;45;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;Racial;El personal de control no esta identificado;En el acceso local;Personal de empresas de seguridad;Agresión verbal;;Derivado;3/8/2015;Página web de RENCAP ;23/7/2015 14:03;2
868;26/7/2015;4;0;Buenos Aires;Escobar;Belén de Escobar;;;En el interior del local - En el acceso local;Controladores - Personal de empresas de seguridad - Personas vinculadas a la empresa;Agresión verbal - Agresión física;;Derivado;14/8/2015;Página web de RENCAP ;26/7/2015 18:52;6
869;1/8/2015;5;0;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia - Presencia de menores;;Controladores - Personal de empresas de seguridad;Agresión física;;Derivado;31/8/2015;Call Center;4/8/2015 14:04;2
870;2/8/2015;3;5;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;Por indumentaria - Racial;No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia;;Controladores - Personas vinculadas a la empresa;Agresión física;;Derivado;21/8/2015;Call Center;4/8/2015 16:20;2
871;1/8/2015;0;0;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;Por aspecto físico;;;Controladores;;;Derivado;21/8/2015;Call Center;10/8/2015 14:00;2
872;1/8/2015;11;30;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;Por aspecto físico;Presencia de menores;;Controladores;;;Derivado;31/8/2015;Call Center;10/8/2015 14:05;2
891;23/8/2015;6;30;Ciudad Autónoma de Buenos Aires;Barrio Villa Devoto;;;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia - Hay mas personas que las permitidas por la habilitación;;;Agresión verbal - Agresión física;;Derivado;26/8/2015;Página web de RENCAP ;24/8/2015 15:49;2
895;8/8/2015;9;44;Mendoza;Maipú;Rodeo del Medio;Por aspecto físico - Por indumentaria - Racial;No exhibe nomina de personal de control habilitado - Presencia de menores;;Personal de empresas de seguridad - Personas vinculadas a la empresa;Agresión verbal - Agresión física;;Derivado;3/9/2015;Página web de RENCAP ;28/8/2015 09:48;50
896;30/8/2015;2;20;Ciudad Autónoma de Buenos Aires;Ciudad de Buenos Aires;Palermo;Racial;;En el acceso local;Controladores - Personal de empresas de seguridad - Personas vinculadas a la empresa;;;Derivado;3/9/2015;Página web de RENCAP ;31/8/2015 10:53;2
897;1/8/2015;12;0;Buenos Aires;- Gobierno Provincial -;;Otros;;En las proximidades del local;;Agresión verbal;;Desestimado;1/9/2015;Página web de RENCAP ;31/8/2015 12:12;6
898;30/8/2015;3;0;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;Otros;;En el acceso local;Controladores - Personal de empresas de seguridad - Personas vinculadas a la empresa;Agresión verbal;;Derivado;7/10/2015;Página web de RENCAP ;1/9/2015 16:27;2
899;22/6/2013;4;0;Buenos Aires;General Pueyrredón;Mar del Plata;;;En el interior del local;Controladores - Personal de empresas de seguridad - Personas vinculadas a la empresa;Agresión física;Se hizo denuncia policial - Se hizo denuncia ante la fiscalia;Derivado;29/9/2015;Página web de RENCAP ;1/9/2015 20:55;6
900;29/8/2015;2;30;Buenos Aires;Lomas de Zamora;Lomas de Zamora;Por aspecto físico - Por indumentaria;;En el acceso local;Controladores - Personas vinculadas a la empresa;;;Derivado;8/9/2015;Call Center;3/9/2015 15:52;6
